DAUID,DA_address,Target_name,Target_address,Distance (km)
59170308,"443 Superior St, Victoria, BC V8V 4S7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.96
59170309,"242 Ontario St, Victoria, BC V8V 1N2",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.74
59170310,"121 Michigan St, Victoria, BC V8V 1R2",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.52
59170311,"506 Pendray St, Victoria, BC V8V 0A9",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.62
59170312,"111 Niagara St, Victoria, BC V8V 1G1",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.7
59170312,"22 Simcoe St, Victoria, BC V8V 1K2",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.4
59170313,"130 Ladysmith St, Victoria, BC V8V 1J4",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.64
59170313,"46 Pilot St, Victoria, BC V8V 2A4",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.97
59170371,"831 Walker St, Victoria, BC V9A 4C3",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",0.86
59170371,"949 Hereward Rd, Victoria, BC V9A 4E1",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",0.63
59170372,"637 Pine St, Victoria, BC V9A 2Z9",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",0.66
59170372,"723 Belton Ave, Victoria, BC V9A 2Z7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",0.52
59170373,"639 Langford St, Victoria, BC V9A 3C8",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",0.79
59170373,"824 Russell St, Victoria, BC V9A 3X7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.0
59170375,"822 Catherine St, Victoria, BC V9A 3C2",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.14
59170376,"442 William St, Victoria, BC V9A 3Y9",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.18
59170378,"230 Robert St, Victoria, BC V9A 3Z2",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.41
59170378,"707 Esquimalt Rd, Victoria, BC V9A 3L7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.16
59170383,"2519 Rock Bay Ave, Victoria, BC V8T 4R7",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",2.16
59170383,"2975 Jutland Rd 1st Flr, Victoria, BC V8T 5J9",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.45
59170383,"David St, Victoria, BC V8T 2C6",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",2.06
59170384,"610 Dunedin St, Victoria, BC V8T 2L8",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.88
59170385,"3121 Steele St, Victoria, BC V8Z 3N7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.8
59170385,"550 Sumas St, Victoria, BC V8T 4S3",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.84
59170386,"254 Gorge Rd E, Victoria, BC V9A 6W4",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.33
59170386,"491 Cecelia Rd, Victoria, BC V8T 4T4",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",1.55
